Clicks;Cost;Conversions;Device;Place;BannerType;QueryType (search only);TargetingType;Shows
18899;124115,4389;7;Mobile;Networks;image_ad;none;Phrase;1394750
893;11756,12085;5;Mobile;Networks;image_ad;none;Retargeting;61016
40;25576,69286;9;Desktop;Search;mcbanner;Brand;Phrase;22300
16;12692,91867;0;Desktop;Search;mcbanner;Competitor;Phrase;8493
94;76894,6785;10;Desktop;Search;mcbanner;Other;Phrase;35786
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;41
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;8
0;0;0;Mobile;Search;mcbanner;Other;Phrase;106
0;0;0;Desktop;Search;mcbanner;Brand;Phrase;0
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;0
0;0;0;Desktop;Search;mcbanner;Other;Phrase;0
33;33557,7584;1;Desktop;Search;mcbanner;Brand;Phrase;26173
49;47301,84941;3;Desktop;Search;mcbanner;Competitor;Phrase;25286
13;10844,27827;1;Desktop;Search;mcbanner;Other;Phrase;7963
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;36
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;59
0;0;0;Mobile;Search;mcbanner;Other;Phrase;29
3;899,697;1;Desktop;Search;mcbanner;Brand;Phrase;3726
32;7687,277186;0;Desktop;Search;mcbanner;Competitor;Phrase;71100
6;2288,318593;1;Desktop;Search;mcbanner;Other;Phrase;3924
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;2
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;5
0;0;0;Mobile;Search;mcbanner;Other;Phrase;10
79;144730,5259;8;Desktop;Search;mcbanner;Brand;Phrase;55783
91;107035,0298;1;Desktop;Search;mcbanner;Competitor;Phrase;24151
308;340921,2243;18;Desktop;Search;mcbanner;Other;Phrase;144465
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;180
2;1636,954805;0;Mobile;Search;mcbanner;Competitor;Phrase;132
2;1351,652797;0;Mobile;Search;mcbanner;Other;Phrase;901
18785;1879735,316;724;Desktop;Search;text;Brand;Phrase;122733
0;0;0;Desktop;Search;text;Competitor;Phrase;0
6;964,7802203;0;Desktop;Search;text;Other;Phrase;19
5851;608268,596;318;Mobile;Search;text;Brand;Phrase;29218
0;0;0;Mobile;Search;text;Competitor;Phrase;0
0;0;0;Mobile;Search;text;Other;Phrase;15
63586;2767215,584;137;Desktop;Networks;text;none;Phrase;14788742
1510;165330,4129;7;Desktop;Networks;text;none;Retargeting;13674186
38478;3100913,839;1231;Desktop;Search;text;Brand;Phrase;330002
6620;2762972,114;161;Desktop;Search;text;Competitor;Phrase;254073
33320;13531916,12;818;Desktop;Search;text;Other;Phrase;403740
1725;19837,82431;26;Mobile;Networks;text;none;Phrase;140606
3452;126933,0486;3;Mobile;Networks;text;none;Retargeting;978545
11016;956330,8017;592;Mobile;Search;text;Brand;Phrase;449332
2864;1481233,373;70;Mobile;Search;text;Competitor;Phrase;79938
18022;5854395,147;629;Mobile;Search;text;Other;Phrase;247561
20680;693653,2913;60;Desktop;Networks;text;none;Phrase;48024235
2303;152875,1991;31;Desktop;Networks;text;none;Retargeting;8670214
9990;951404,4185;750;Desktop;Search;text;Brand;Phrase;42569
3142;693535,5532;83;Desktop;Search;text;Competitor;Phrase;75172
4712;2130361,805;152;Desktop;Search;text;Other;Phrase;88028
88904;1152186,321;85;Mobile;Networks;text;none;Phrase;15691241
6625;149653,2805;29;Mobile;Networks;text;none;Retargeting;960151
3518;225584,9946;273;Mobile;Search;text;Brand;Phrase;12145
1650;398328,1709;28;Mobile;Search;text;Competitor;Phrase;28274
1416;678112,5364;59;Mobile;Search;text;Other;Phrase;32779
4634;160075,0036;14;Desktop;Networks;text;none;Phrase;4117337
2;46,73819492;0;Desktop;Networks;text;none;Retargeting;8835
4279;644836,8288;295;Desktop;Search;text;Brand;Phrase;12630
215;56276,31971;3;Desktop;Search;text;Competitor;Phrase;16416
6324;1911995,59;120;Desktop;Search;text;Other;Phrase;131739
1173;16693,19006;2;Mobile;Networks;text;none;Phrase;178852
7;92,06389831;0;Mobile;Networks;text;none;Retargeting;1270
1149;261781,7497;96;Mobile;Search;text;Brand;Phrase;3648
67;15999,28734;0;Mobile;Search;text;Competitor;Phrase;8528
1773;609175,7191;31;Mobile;Search;text;Other;Phrase;56574
0;0;0;Desktop;Networks;text;none;Phrase;0
1491;64528,02943;5;Desktop;Networks;text;none;Retargeting;1657021
19393;1862027,11;1291;Desktop;Search;text;Brand;Phrase;61549
5323;1539182,257;32;Desktop;Search;text;Competitor;Phrase;92942
9234;3721130,263;97;Desktop;Search;text;Other;Phrase;164399
0;0;0;Mobile;Networks;text;none;Phrase;0
2472;87857,39975;1;Mobile;Networks;text;none;Retargeting;548077
9676;972741,8042;169;Mobile;Search;text;Brand;Phrase;38608
1828;729629,7977;5;Mobile;Search;text;Competitor;Phrase;34868
3580;1746883,951;21;Mobile;Search;text;Other;Phrase;70604
0;0;0;Desktop;Networks;text;none;Phrase;0
1898;148636,5987;10;Desktop;Networks;text;none;Retargeting;896663
25680;2283594,896;1106;Desktop;Search;text;Brand;Phrase;109634
6443;888009,4449;124;Desktop;Search;text;Competitor;Phrase;192022
15048;2738943,049;374;Desktop;Search;text;Other;Phrase;327545
0;0;0;Mobile;Networks;text;none;Phrase;0
1204;28715,76648;7;Mobile;Networks;text;none;Retargeting;162132
6177;603272,1857;312;Mobile;Search;text;Brand;Phrase;28042
2147;248709,1177;23;Mobile;Search;text;Competitor;Phrase;64657
4824;758255,6224;94;Mobile;Search;text;Other;Phrase;139487
0;0;0;Desktop;Networks;cpm_banner;none;Phrase;0
0;0;0;Mobile;Networks;cpm_banner;none;Phrase;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
40;3260,155958;1;Desktop;Networks;cpc_video;none;Retargeting;7902
8;171,1145085;0;Mobile;Networks;cpc_video;none;Retargeting;458
2949;94278,77479;14;Desktop;Networks;image_ad;none;Phrase;4715445
12604;767829,4257;32;Desktop;Networks;image_ad;none;Retargeting;4277294
17452;48747,86329;6;Mobile;Networks;image_ad;none;Phrase;461582
46644;817461,2706;25;Mobile;Networks;image_ad;none;Retargeting;3605885
11;237,7376695;0;Desktop;Networks;image_ad;none;Phrase;7076
7;261,3877881;0;Desktop;Networks;image_ad;none;Retargeting;2220
309;2864,350017;0;Mobile;Networks;image_ad;none;Phrase;23528
42;404,2774322;0;Mobile;Networks;image_ad;none;Retargeting;1630
64;808,4954746;0;Desktop;Networks;image_ad;none;Phrase;34170
1769;14784,55035;1;Mobile;Networks;image_ad;none;Phrase;118287
0;0;1;Desktop;Networks;image_ad;none;Phrase;0
406;32422,97019;3;Desktop;Networks;image_ad;none;Retargeting;327742
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
963;17603,19638;3;Mobile;Networks;image_ad;none;Retargeting;86148
21;14748,28932;1;Desktop;Search;mcbanner;Brand;Phrase;17723
45;37421,56347;1;Desktop;Search;mcbanner;Competitor;Phrase;12553
152;129192,0785;1;Desktop;Search;mcbanner;Other;Phrase;52122
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;30
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;17
0;0;0;Mobile;Search;mcbanner;Other;Phrase;125
0;0;0;Desktop;Search;mcbanner;Brand;Phrase;0
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;0
0;0;0;Desktop;Search;mcbanner;Other;Phrase;0
31;11004,6149;0;Desktop;Search;mcbanner;Brand;Phrase;27341
212;75342,16894;0;Desktop;Search;mcbanner;Competitor;Phrase;66391
47;17026,40708;1;Desktop;Search;mcbanner;Other;Phrase;20674
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;39
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;130
1;532,0254915;0;Mobile;Search;mcbanner;Other;Phrase;39
3;1929,072686;0;Desktop;Search;mcbanner;Brand;Phrase;2386
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;642
11;6430,885373;0;Desktop;Search;mcbanner;Other;Phrase;10670
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;3
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;3
0;0;0;Mobile;Search;mcbanner;Other;Phrase;19
62;100174,2352;3;Desktop;Search;mcbanner;Brand;Phrase;36975
100;111234,9214;4;Desktop;Search;mcbanner;Competitor;Phrase;19971
305;302015,8741;18;Desktop;Search;mcbanner;Other;Phrase;106016
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;97
1;1075,300398;0;Mobile;Search;mcbanner;Competitor;Phrase;91
0;0;0;Mobile;Search;mcbanner;Other;Phrase;376
23964;2294224,594;237;Desktop;Search;text;Brand;Phrase;166349
3826;720361,066;14;Desktop;Search;text;Competitor;Phrase;142603
663;186589,5389;8;Desktop;Search;text;Other;Phrase;13072
6369;539300,3269;48;Mobile;Search;text;Brand;Phrase;35088
1196;235109,4926;4;Mobile;Search;text;Competitor;Phrase;46001
245;73093,41381;6;Mobile;Search;text;Other;Phrase;6540
33299;897222,2646;244;Desktop;Networks;text;none;Phrase;39480907
972;120795,9366;1;Desktop;Networks;text;none;Retargeting;8066656
31581;3138223,543;1251;Desktop;Search;text;Brand;Phrase;292490
6706;2172237,776;120;Desktop;Search;text;Competitor;Phrase;193479
33042;10417305,8;729;Desktop;Search;text;Other;Phrase;426536
18275;65224,25423;35;Mobile;Networks;text;none;Phrase;431771
1897;68603,09634;1;Mobile;Networks;text;none;Retargeting;524245
9755;1154432,447;571;Mobile;Search;text;Brand;Phrase;378275
2210;915697,2107;37;Mobile;Search;text;Competitor;Phrase;74391
15451;5889590,33;542;Mobile;Search;text;Other;Phrase;217750
72152;2033198,617;165;Desktop;Networks;text;none;Phrase;215900882
2306;133637,6321;14;Desktop;Networks;text;none;Retargeting;8643114
16255;1067837,783;449;Desktop;Search;text;Brand;Phrase;99058
6002;651320,39;39;Desktop;Search;text;Competitor;Phrase;96216
5825;1116433,479;121;Desktop;Search;text;Other;Phrase;97172
67615;651494,9675;108;Mobile;Networks;text;none;Phrase;7634986
4243;66732,07025;18;Mobile;Networks;text;none;Retargeting;491873
7600;247852,7524;148;Mobile;Search;text;Brand;Phrase;46519
1235;185758,6437;10;Mobile;Search;text;Competitor;Phrase;29642
1410;350992,4601;37;Mobile;Search;text;Other;Phrase;32911
2366;41141,38208;4;Desktop;Networks;text;none;Phrase;1501075
22903;850699,3549;398;Desktop;Search;text;Brand;Phrase;119334
399;52496,43351;7;Desktop;Search;text;Competitor;Phrase;14692
15718;2038633,736;175;Desktop;Search;text;Other;Phrase;209131
30848;233007,0055;1;Mobile;Networks;text;none;Phrase;4248030
11132;276374,3614;135;Mobile;Search;text;Brand;Phrase;47152
81;15283,60978;2;Mobile;Search;text;Competitor;Phrase;6866
3875;473222,2411;53;Mobile;Search;text;Other;Phrase;71516
5749;207355,1282;0;Desktop;Networks;text;none;Retargeting;6583671
19405;1779679,32;0;Desktop;Search;text;Brand;Phrase;77649
2454;521304,2842;0;Desktop;Search;text;Competitor;Phrase;36557
16720;4004947,605;0;Desktop;Search;text;Other;Phrase;229136
4821;160805,8029;0;Mobile;Networks;text;none;Retargeting;1033673
9135;726873,2024;0;Mobile;Search;text;Brand;Phrase;32447
570;240797,271;0;Mobile;Search;text;Competitor;Phrase;12141
4719;2242538,212;0;Mobile;Search;text;Other;Phrase;76971
0;0;0;Desktop;Networks;text;none;Phrase;0
1661;130104,6462;19;Desktop;Networks;text;none;Retargeting;874251
25583;2614706,549;1012;Desktop;Search;text;Brand;Phrase;130275
9686;978239,8439;107;Desktop;Search;text;Competitor;Phrase;233806
13711;2187431,475;314;Desktop;Search;text;Other;Phrase;313996
0;0;0;Mobile;Networks;text;none;Phrase;0
1253;34733,697;6;Mobile;Networks;text;none;Retargeting;193240
6582;661949,0046;321;Mobile;Search;text;Brand;Phrase;32045
1984;197464,3088;31;Mobile;Search;text;Competitor;Phrase;71540
4680;572310,8387;87;Mobile;Search;text;Other;Phrase;133225
0;0;0;Desktop;Networks;cpm_banner;none;Phrase;0
0;0;0;Mobile;Networks;cpm_banner;none;Phrase;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpc_video;none;Retargeting;0
122;2264,959271;0;Desktop;Networks;image_ad;none;Retargeting;189564
7249;66649,85969;0;Mobile;Networks;image_ad;none;Retargeting;1046286
2622;79078,25036;1;Desktop;Networks;image_ad;none;Phrase;2735908
10814;772440,7571;6;Desktop;Networks;image_ad;none;Retargeting;4118293
12066;133128,841;3;Mobile;Networks;image_ad;none;Phrase;1181040
30844;852872,5032;13;Mobile;Networks;image_ad;none;Retargeting;2719212
24;630,6333305;0;Desktop;Networks;image_ad;none;Phrase;25198
11;388,3735169;0;Desktop;Networks;image_ad;none;Retargeting;3279
331;3124,590229;1;Mobile;Networks;image_ad;none;Phrase;28525
63;1016,70361;0;Mobile;Networks;image_ad;none;Retargeting;3646
320;8322,230415;0;Desktop;Networks;image_ad;none;Phrase;327450
88;851,3160763;0;Mobile;Networks;image_ad;none;Phrase;5031
0;0;0;Desktop;Networks;image_ad;none;Phrase;0
0;0;1;Desktop;Networks;image_ad;none;Phrase;0
29;2013,252458;5;Desktop;Networks;image_ad;none;Retargeting;24824
0;0;1;Mobile;Networks;image_ad;none;Phrase;0
40;953,9127712;0;Mobile;Networks;image_ad;none;Retargeting;3994
32;20016,09358;0;Desktop;Search;mcbanner;Brand;Phrase;17536
44;44908,77496;0;Desktop;Search;mcbanner;Competitor;Phrase;10610
192;183390,738;3;Desktop;Search;mcbanner;Other;Phrase;45042
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;27
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;55
1;788,8812966;0;Mobile;Search;mcbanner;Other;Phrase;187
0;0;0;Desktop;Search;mcbanner;Brand;Phrase;0
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;0
0;0;0;Desktop;Search;mcbanner;Other;Phrase;0
44;12631,00693;0;Desktop;Search;mcbanner;Brand;Phrase;47282
56;15752,32177;0;Desktop;Search;mcbanner;Competitor;Phrase;31743
76;24696,96432;0;Desktop;Search;mcbanner;Other;Phrase;15844
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;28
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;147
0;0;0;Mobile;Search;mcbanner;Other;Phrase;37
2;1179,377898;0;Desktop;Search;mcbanner;Brand;Phrase;1548
4;2313,410898;0;Desktop;Search;mcbanner;Competitor;Phrase;1081
75;59718,95069;1;Desktop;Search;mcbanner;Other;Phrase;13659
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;2
0;0;0;Mobile;Search;mcbanner;Other;Phrase;42
0;0;1;Desktop;Search;mcbanner;Brand;Phrase;385
3;3504,770085;1;Desktop;Search;mcbanner;Competitor;Phrase;447
4;4278,805017;2;Desktop;Search;mcbanner;Other;Phrase;1227
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;3
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;5
0;0;0;Mobile;Search;mcbanner;Other;Phrase;3
531;10351,49629;0;Desktop;Networks;text;none;Retargeting;957456
19334;2266364,704;79;Desktop;Search;text;Brand;Phrase;156952
1283;316659,1503;9;Desktop;Search;text;Competitor;Phrase;56111
1203;488332,7856;16;Desktop;Search;text;Other;Phrase;29682
4260;39667,48164;0;Mobile;Networks;text;none;Retargeting;882732
7041;884336,931;27;Mobile;Search;text;Brand;Phrase;45450
425;110426,3334;0;Mobile;Search;text;Competitor;Phrase;21646
428;215916,3563;2;Mobile;Search;text;Other;Phrase;16477
104655;1531203,18;64;Desktop;Networks;text;none;Phrase;77350036
1947;257549,782;0;Desktop;Networks;text;none;Retargeting;8710344
20426;2511720,454;944;Desktop;Search;text;Brand;Phrase;347901
3298;1486390,859;117;Desktop;Search;text;Competitor;Phrase;125469
26231;10471531,25;726;Desktop;Search;text;Other;Phrase;303715
38151;496588,9916;34;Mobile;Networks;text;none;Phrase;6184879
2918;139908,4579;0;Mobile;Networks;text;none;Retargeting;944479
10116;1204598,649;505;Mobile;Search;text;Brand;Phrase;536936
2241;1114787,693;60;Mobile;Search;text;Competitor;Phrase;71038
15834;5058399,91;532;Mobile;Search;text;Other;Phrase;204395
53473;1526318,524;50;Desktop;Networks;text;none;Phrase;90806098
2241;100264,3539;8;Desktop;Networks;text;none;Retargeting;6636488
9448;1035429,689;239;Desktop;Search;text;Brand;Phrase;73988
3765;1263405,394;18;Desktop;Search;text;Competitor;Phrase;89183
7616;2780226,534;107;Desktop;Search;text;Other;Phrase;135724
23027;262215,6348;81;Mobile;Networks;text;none;Phrase;3836391
5797;78743,00509;6;Mobile;Networks;text;none;Retargeting;510766
4576;313454,2075;74;Mobile;Search;text;Brand;Phrase;22867
2053;698207,0933;4;Mobile;Search;text;Competitor;Phrase;59924
3034;1341483,361;24;Mobile;Search;text;Other;Phrase;74556
11455;317568,5776;5;Desktop;Networks;text;none;Phrase;12152918
19121;980392,012;394;Desktop;Search;text;Brand;Phrase;126157
335;60512,06563;4;Desktop;Search;text;Competitor;Phrase;8539
11788;1713879,654;162;Desktop;Search;text;Other;Phrase;142826
4097;35241,43515;0;Mobile;Networks;text;none;Phrase;700348
13453;333763,4179;160;Mobile;Search;text;Brand;Phrase;58943
66;16263,21778;3;Mobile;Search;text;Competitor;Phrase;3959
4607;668384,5927;55;Mobile;Search;text;Other;Phrase;69415
0;0;0;Desktop;Networks;text;none;Phrase;0
5931;152998,632;5;Desktop;Networks;text;none;Retargeting;4609042
18274;1842765,764;1077;Desktop;Search;text;Brand;Phrase;55574
1447;409264,9494;8;Desktop;Search;text;Competitor;Phrase;32878
9517;2754695,686;114;Desktop;Search;text;Other;Phrase;139932
0;0;0;Mobile;Networks;text;none;Phrase;0
2573;25453,04738;1;Mobile;Networks;text;none;Retargeting;345136
13136;1021059,991;334;Mobile;Search;text;Brand;Phrase;44387
757;181888,2429;4;Mobile;Search;text;Competitor;Phrase;28525
3661;869040,4874;47;Mobile;Search;text;Other;Phrase;75433
0;0;0;Desktop;Networks;text;none;Phrase;0
111;8529,912025;3;Desktop;Networks;text;none;Retargeting;76234
19578;3022726,63;979;Desktop;Search;text;Brand;Phrase;138162
4411;661537,58;82;Desktop;Search;text;Competitor;Phrase;109956
11790;1637598,212;234;Desktop;Search;text;Other;Phrase;295091
0;0;0;Mobile;Networks;text;none;Phrase;0
85;2607,050263;2;Mobile;Networks;text;none;Retargeting;13392
7655;1090026,998;327;Mobile;Search;text;Brand;Phrase;40800
2042;249771,4476;36;Mobile;Search;text;Competitor;Phrase;55235
6871;771338,4466;66;Mobile;Search;text;Other;Phrase;170620
0;0;0;Desktop;Networks;cpm_banner;none;Phrase;0
0;0;0;Mobile;Networks;cpm_banner;none;Phrase;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpc_video;none;Retargeting;0
2443;68127,42112;1;Desktop;Networks;image_ad;none;Phrase;4763783
11488;846459,6089;12;Desktop;Networks;image_ad;none;Retargeting;6155625
4501;48452,19094;4;Mobile;Networks;image_ad;none;Phrase;422940
25838;806579,3883;20;Mobile;Networks;image_ad;none;Retargeting;2834090
765;31755,30867;0;Desktop;Networks;image_ad;none;Phrase;1450577
845;20989,66803;1;Desktop;Networks;image_ad;none;Retargeting;832668
1068;8548,685136;0;Mobile;Networks;image_ad;none;Phrase;69566
10114;95651,21657;0;Mobile;Networks;image_ad;none;Retargeting;992859
402;11364,24564;0;Desktop;Networks;image_ad;none;Phrase;499477
34;416,8768729;0;Mobile;Networks;image_ad;none;Phrase;2128
1658;73844,17536;0;Desktop;Networks;image_ad;none;Phrase;1081778
1921;33453,77301;0;Mobile;Networks;image_ad;none;Phrase;149835
0;0;2;Desktop;Networks;image_ad;none;Phrase;0
0;0;0;Desktop;Networks;image_ad;none;Retargeting;0
0;0;1;Mobile;Networks;image_ad;none;Phrase;0
0;0;0;Mobile;Networks;image_ad;none;Retargeting;0
22;15680,97119;0;Desktop;Search;mcbanner;Brand;Phrase;13874
5;4680,957814;0;Desktop;Search;mcbanner;Competitor;Phrase;3689
44;41226,0285;0;Desktop;Search;mcbanner;Other;Phrase;17000
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;22
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;24
0;0;0;Mobile;Search;mcbanner;Other;Phrase;89
0;0;0;Desktop;Search;mcbanner;Brand;Phrase;0
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;0
0;0;0;Desktop;Search;mcbanner;Other;Phrase;0
47;26411,80602;0;Desktop;Search;mcbanner;Brand;Phrase;47822
26;13770,01724;0;Desktop;Search;mcbanner;Competitor;Phrase;21071
14;6539,28722;0;Desktop;Search;mcbanner;Other;Phrase;15993
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;64
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;115
1;296,2605;0;Mobile;Search;mcbanner;Other;Phrase;69
6;1940,135288;1;Desktop;Search;mcbanner;Brand;Phrase;1287
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;398
14;8914,632508;2;Desktop;Search;mcbanner;Other;Phrase;3287
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;4
0;0;0;Mobile;Search;mcbanner;Other;Phrase;14
1;446,0322966;0;Desktop;Search;mcbanner;Brand;Phrase;528
9;5649,632847;0;Desktop;Search;mcbanner;Competitor;Phrase;1530
62;36315,05997;1;Desktop;Search;mcbanner;Other;Phrase;25930
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;8
0;0;0;Mobile;Search;mcbanner;Other;Phrase;113
0;0;0;Desktop;Networks;text;none;Retargeting;0
14985;1898623,471;69;Desktop;Search;text;Brand;Phrase;126403
47;16612,28555;0;Desktop;Search;text;Competitor;Phrase;3177
527;380734,2713;0;Desktop;Search;text;Other;Phrase;23249
5049;549486,9752;30;Mobile;Search;text;Brand;Phrase;32479
